record_id,record_class,manufacturer,device_model,device_variant,module_role,sensor_model,sensor_width_mm,sensor_height_mm,sensor_diagonal_mm,source_observation,provenance_method,evidence_tier,lcrd_status,tps_use,original_confidence,original_verification_status,source_title,source_url,usage_note,qa_flags,notes,coverage_priority,cutoff_reason,cutoff_note,audit_priority,qa_pass4_flags,freeze_qa_flags,v0_1_release_status
samsung_galaxy_s24_rear_main,mobile_camera_module,Samsung,Galaxy S24,,rear_main,Samsung GN3,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena/compiled,,Good estimate; UI may mark sensor geometry as estimated.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
samsung_galaxy_s24_rear_telephoto_3x,mobile_camera_module,Samsung,Galaxy S24,,rear_telephoto_3x,Samsung S5K3K1,3.249,2.437,4.0614,"1/3.94""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena/compiled,,Good estimate; UI may mark sensor geometry as estimated.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
samsung_galaxy_s24_rear_ultrawide,mobile_camera_module,Samsung,Galaxy S24,,rear_ultrawide,Sony IMX564,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena/compiled,,Good estimate; UI may mark sensor geometry as estimated.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
samsung_galaxy_s24_plus_rear_main,mobile_camera_module,Samsung,Galaxy S24 Plus,,rear_main,Samsung GN3,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena/compiled,,Good estimate; UI may mark sensor geometry as estimated.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
samsung_galaxy_s24_plus_rear_telephoto_3x,mobile_camera_module,Samsung,Galaxy S24 Plus,,rear_telephoto_3x,Samsung S5K3K1,3.249,2.437,4.0614,"1/3.94""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena/compiled,,Good estimate; UI may mark sensor geometry as estimated.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
samsung_galaxy_s24_plus_rear_ultrawide,mobile_camera_module,Samsung,Galaxy S24 Plus,,rear_ultrawide,Sony IMX564,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena/compiled,,Good estimate; UI may mark sensor geometry as estimated.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
samsung_galaxy_s24_ultra_rear_main,mobile_camera_module,Samsung,Galaxy S24 Ultra,,rear_main,,9.846,7.385,12.3078,"1/1.3""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://origin.phonearena.com/phones/Samsung-Galaxy-S24-Ultra_id12115,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s24_ultra_rear_telephoto_3x,mobile_camera_module,Samsung,Galaxy S24 Ultra,,rear_telephoto_3x,,3.636,2.727,4.545,"1/3.52""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://origin.phonearena.com/phones/Samsung-Galaxy-S24-Ultra_id12115,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s24_ultra_rear_telephoto_long,mobile_camera_module,Samsung,Galaxy S24 Ultra,,rear_telephoto_long,,5.079,3.81,6.3492,"1/2.52""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://origin.phonearena.com/phones/Samsung-Galaxy-S24-Ultra_id12115,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s24_ultra_rear_ultrawide,mobile_camera_module,Samsung,Galaxy S24 Ultra,,rear_ultrawide,,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://origin.phonearena.com/phones/Samsung-Galaxy-S24-Ultra_id12115,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s25_rear_main,mobile_camera_module,Samsung,Galaxy S25,,rear_main,Samsung GN3,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena/compiled,https://www.phonearena.com/phones/compare/Samsung-Galaxy-S25%2CSamsung-Galaxy-S25-Ultra/phones/12340%2C12343,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s25_rear_telephoto_3x,mobile_camera_module,Samsung,Galaxy S25,,rear_telephoto_3x,Samsung S5K3K1,3.249,2.437,4.0614,"1/3.94""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena/compiled,https://www.phonearena.com/phones/compare/Samsung-Galaxy-S25%2CSamsung-Galaxy-S25-Ultra/phones/12340%2C12343,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s25_rear_ultrawide,mobile_camera_module,Samsung,Galaxy S25,,rear_ultrawide,Sony IMX564,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena/compiled,https://www.phonearena.com/phones/compare/Samsung-Galaxy-S25%2CSamsung-Galaxy-S25-Ultra/phones/12340%2C12343,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s25_plus_rear_main,mobile_camera_module,Samsung,Galaxy S25 Plus,,rear_main,Samsung GN3,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena/compiled,https://www.phonearena.com/phones/compare/Samsung-Galaxy-S25%2CSamsung-Galaxy-S25-Ultra/phones/12340%2C12343,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s25_plus_rear_telephoto_3x,mobile_camera_module,Samsung,Galaxy S25 Plus,,rear_telephoto_3x,Samsung S5K3K1,3.249,2.437,4.0614,"1/3.94""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena/compiled,https://www.phonearena.com/phones/compare/Samsung-Galaxy-S25%2CSamsung-Galaxy-S25-Ultra/phones/12340%2C12343,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s25_plus_rear_ultrawide,mobile_camera_module,Samsung,Galaxy S25 Plus,,rear_ultrawide,Sony IMX564,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena/compiled,https://www.phonearena.com/phones/compare/Samsung-Galaxy-S25%2CSamsung-Galaxy-S25-Ultra/phones/12340%2C12343,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s25_ultra_rear_main,mobile_camera_module,Samsung,Galaxy S25 Ultra,,rear_main,,9.846,7.385,12.3078,"1/1.3""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Samsung-Galaxy-S25-Ultra_id12343,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s25_ultra_rear_telephoto_3x,mobile_camera_module,Samsung,Galaxy S25 Ultra,,rear_telephoto_3x,,3.636,2.727,4.545,"1/3.52""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Samsung-Galaxy-S25-Ultra_id12343,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s25_ultra_rear_telephoto_long,mobile_camera_module,Samsung,Galaxy S25 Ultra,,rear_telephoto_long,,5.079,3.81,6.3492,"1/2.52""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Samsung-Galaxy-S25-Ultra_id12343,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
samsung_galaxy_s25_ultra_rear_ultrawide,mobile_camera_module,Samsung,Galaxy S25 Ultra,,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,,PhoneArena,https://www.phonearena.com/phones/Samsung-Galaxy-S25-Ultra_id12343,Use automatically as estimated geometry; retain provenance and estimated status.,,S25 Ultra ultrawide JN3 exact optical-format figure needs source-link audit.,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
sony_xperia_1_iii_rear_main,mobile_camera_module,Sony,Xperia 1 III,,rear_main,,7.529,5.647,9.4114,"1/1.7""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_1_iii_rear_telephoto,mobile_camera_module,Sony,Xperia 1 III,,rear_telephoto,,4.414,3.31,5.5172,"1/2.9""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_1_iii_rear_ultrawide,mobile_camera_module,Sony,Xperia 1 III,,rear_ultrawide,,5.12,3.84,6.4,"1/2.5""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_1_iv_rear_main,mobile_camera_module,Sony,Xperia 1 IV,,rear_main,,7.529,5.647,9.4114,"1/1.7""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_1_iv_rear_telephoto,mobile_camera_module,Sony,Xperia 1 IV,,rear_telephoto,,4.414,3.31,5.5172,"1/2.9""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_1_iv_rear_ultrawide,mobile_camera_module,Sony,Xperia 1 IV,,rear_ultrawide,,5.12,3.84,6.4,"1/2.5""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_1_v_rear_main,mobile_camera_module,Sony,Xperia 1 V,,rear_main,,9.481,7.111,11.8514,"1/1.35""",optical_format_conversion,C,good_estimate,yes,probable,manufacturer_format_verified,Sony official specifications,https://www.sony.com/electronics/support/mobile-phones-tablets-mobile-phones/xperia-1-v/specifications,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
sony_xperia_1_v_rear_telephoto,mobile_camera_module,Sony,Xperia 1 V,,rear_telephoto,,4.414,3.31,5.5172,"1/2.9""",optical_format_conversion,C,good_estimate,yes,probable,manufacturer_format_verified,Sony official specifications,https://www.sony.com/electronics/support/mobile-phones-tablets-mobile-phones/xperia-1-v/specifications,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
sony_xperia_1_v_rear_ultrawide,mobile_camera_module,Sony,Xperia 1 V,,rear_ultrawide,,5.12,3.84,6.4,"1/2.5""",optical_format_conversion,C,good_estimate,yes,probable,manufacturer_format_verified,Sony official specifications,https://www.sony.com/electronics/support/mobile-phones-tablets-mobile-phones/xperia-1-v/specifications,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
sony_xperia_1_vi_rear_main,mobile_camera_module,Sony,Xperia 1 VI,,rear_main,,9.481,7.111,11.8514,"1/1.35""",optical_format_conversion,C,good_estimate,yes,probable,manufacturer_format_verified,Sony official specifications,https://www.sony.com/electronics/support/mobile-phones-tablets-mobile-phones/xperia-1-vi/specifications,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
sony_xperia_1_vi_rear_telephoto,mobile_camera_module,Sony,Xperia 1 VI,,rear_telephoto,,4.414,3.31,5.5172,"1/2.9""",optical_format_conversion,C,good_estimate,yes,probable,manufacturer_format_verified,Sony official specifications,https://www.sony.com/electronics/support/mobile-phones-tablets-mobile-phones/xperia-1-vi/specifications,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
sony_xperia_1_vi_rear_ultrawide,mobile_camera_module,Sony,Xperia 1 VI,,rear_ultrawide,,5.12,3.84,6.4,"1/2.5""",optical_format_conversion,C,good_estimate,yes,probable,manufacturer_format_verified,Sony official specifications,https://www.sony.com/electronics/support/mobile-phones-tablets-mobile-phones/xperia-1-vi/specifications,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
sony_xperia_10_iv_rear_main,mobile_camera_module,Sony,Xperia 10 IV,,rear_main,,4.571,3.429,5.7142,"1/2.8""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_10_iv_rear_telephoto,mobile_camera_module,Sony,Xperia 10 IV,,rear_telephoto,,2.909,2.182,3.6364,"1/4.4""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_10_iv_rear_ultrawide,mobile_camera_module,Sony,Xperia 10 IV,,rear_ultrawide,,3.2,2.4,4.0,"1/4.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_10_v_rear_main,mobile_camera_module,Sony,Xperia 10 V,,rear_main,,4.571,3.429,5.7142,"1/2.8""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_10_v_rear_telephoto,mobile_camera_module,Sony,Xperia 10 V,,rear_telephoto,,2.909,2.182,3.6364,"1/4.4""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_10_v_rear_ultrawide,mobile_camera_module,Sony,Xperia 10 V,,rear_ultrawide,,3.2,2.4,4.0,"1/4.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_10_vi_rear_main,mobile_camera_module,Sony,Xperia 10 VI,,rear_main,,6.4,4.8,8.0,"1/2.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_10_vi_rear_ultrawide,mobile_camera_module,Sony,Xperia 10 VI,,rear_ultrawide,,3.2,2.4,4.0,"1/4.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_5_iii_rear_main,mobile_camera_module,Sony,Xperia 5 III,,rear_main,,7.529,5.647,9.4114,"1/1.7""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_5_iii_rear_telephoto,mobile_camera_module,Sony,Xperia 5 III,,rear_telephoto,,4.414,3.31,5.5172,"1/2.9""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_5_iii_rear_ultrawide,mobile_camera_module,Sony,Xperia 5 III,,rear_ultrawide,,5.12,3.84,6.4,"1/2.5""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_5_iv_rear_main,mobile_camera_module,Sony,Xperia 5 IV,,rear_main,,7.529,5.647,9.4114,"1/1.7""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_5_iv_rear_telephoto,mobile_camera_module,Sony,Xperia 5 IV,,rear_telephoto,,3.657,2.743,4.5714,"1/3.5""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_5_iv_rear_ultrawide,mobile_camera_module,Sony,Xperia 5 IV,,rear_ultrawide,,5.12,3.84,6.4,"1/2.5""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_5_v_rear_main,mobile_camera_module,Sony,Xperia 5 V,,rear_main,,9.481,7.111,11.8514,"1/1.35""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
sony_xperia_5_v_rear_ultrawide,mobile_camera_module,Sony,Xperia 5 V,,rear_ultrawide,,5.12,3.84,6.4,"1/2.5""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled Xperia camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_redmi_note_11_pro_5g_rear_main,mobile_camera_module,Xiaomi,Redmi Note 11 Pro 5G,,rear_main,,8.421,6.316,10.5264,"1/1.52""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_redmi_note_11_pro_5g_rear_ultrawide,mobile_camera_module,Xiaomi,Redmi Note 11 Pro 5G,,rear_ultrawide,,4.183,3.137,5.2286,"1/3.06""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_redmi_note_12_pro_5g_rear_main,mobile_camera_module,Xiaomi,Redmi Note 12 Pro 5G,,rear_main,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_redmi_note_12_pro_5g_rear_ultrawide,mobile_camera_module,Xiaomi,Redmi Note 12 Pro 5G,,rear_ultrawide,,5.818,4.364,7.2728,"1/2.2""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_redmi_note_13_pro_5g_rear_main,mobile_camera_module,Xiaomi,Redmi Note 13 Pro+ 5G,,rear_main,,9.143,6.857,11.4286,"1/1.4""",optical_format_conversion,C,good_estimate,yes,probable,manufacturer_format_verified,Xiaomi official specifications,https://www.mi.com/global/redmi-note-13-pro-plus-5g/specs/,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
xiaomi_redmi_note_13_pro_5g_rear_ultrawide,mobile_camera_module,Xiaomi,Redmi Note 13 Pro+ 5G,,rear_ultrawide,,4.183,3.137,5.2286,"1/3.06""",optical_format_conversion,C,good_estimate,yes,probable,manufacturer_format_verified,Xiaomi official specifications,https://www.mi.com/global/redmi-note-13-pro-plus-5g/specs/,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
xiaomi_redmi_note_14_pro_5g_rear_main,mobile_camera_module,Xiaomi,Redmi Note 14 Pro 5G,,rear_main,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_redmi_note_14_pro_5g_rear_ultrawide,mobile_camera_module,Xiaomi,Redmi Note 14 Pro 5G,,rear_ultrawide,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_12_rear_main,mobile_camera_module,Xiaomi,Xiaomi 12,,rear_main,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_12_rear_ultrawide,mobile_camera_module,Xiaomi,Xiaomi 12,,rear_ultrawide,,5.333,4.0,6.6664,"1/2.4""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
xiaomi_xiaomi_12_pro_rear_main,mobile_camera_module,Xiaomi,Xiaomi 12 Pro,,rear_main,,10.0,7.5,12.5,"1/1.28""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
