aliases,audit_priority,confidence,coverage_class,coverage_priority,cutoff_note,cutoff_reason,device,device_model,device_variant,dimension_method,dimension_status,dragonframe_supported,evidence_tier,freeze_qa_flags,id,kind,lcrd_status,manufacturer,model,module_role,notes,observation_id,optical_format,original_confidence,original_verification_status,platform_priority,provenance_method,qa_flags,qa_pass4_flags,record_class,record_id,sensor_diagonal_mm,sensor_height_mm,sensor_model,sensor_name,sensor_width_mm,source_id,source_note,source_observation,source_title,source_type,source_url,subject_id,tps_use,usage_note,v0_1_release_status,verification_status
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,OM-D E-M1 Mark II,,,,,C,,,research_pass,good_reference,Olympus / OM System,,main,physical_camera,observation:research:f238cf4a6cd6cb3c6cf1,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,olympus_om_system_om_d_e_m1_mark_ii,21.64,13.0,,,17.3,source:olympus-specifications:d4d336770894266c,,,Olympus specifications,,,camera:olympus-om-system:om-d-e-m1-mark-ii,yes,Good working value; source audit still desirable.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy A34 5G,,,,,D,,,research_pass,best_available_guess,Samsung,,rear_ultrawide,,observation:research:f268d55ba4fb6ddf804f,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,samsung_galaxy_a34_5g_rear_ultrawide,4.0,2.4,,,3.2,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/4.0""",Compiled device camera specification,,,camera_module:samsung:galaxy-a34-5g:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,probable,,,,,iPhone 17,,,optical_format_conversion,,,,,apple_iphone_17_rear_ultrawide,research_pass,,Apple,,rear_ultrawide,Source reports Type 1/2.55.,observation:research:f271f055ece3be813bc1,,,,current_os_supported,,,,,,,4.2,,,5.6,source:phonearena:ec08b8b90679c2b4,,,PhoneArena,,https://www.phonearena.com/phones/compare/Apple-iPhone-12-Pro%2CApple-iPhone-17/phones/11294%2C12493,camera_module:apple:iphone-17:rear-ultrawide,,,,
,,probable,,,,,iPhone 11 Pro,,,optical_format_conversion,,,,,apple_iphone_11_pro_rear_ultrawide,research_pass,,Apple,,rear_ultrawide,Type ~1/3.4 class; exact active dimensions need audit.,observation:research:f28b13d0cd0f95f3ac54,,,,current_os_supported,,,,,,,3.0,,,4.0,source:compiled-phonearena-family-specification:8284b05ffc809e09,,,Compiled/PhoneArena family specification,,https://www.phonearena.com/phones/Apple-iPhone-11-Pro_id11239,camera_module:apple:iphone-11-pro:rear-ultrawide,,,,
,,probable,,,,,iPhone 17,,,optical_format_conversion,,,,,apple_iphone_17_rear_main,research_pass,,Apple,,rear_main,Source reports Type 1/1.56.,observation:research:f29203ae53e598ebb286,,,,current_os_supported,,,,,,,6.0,,,8.0,source:phonearena:ec08b8b90679c2b4,,,PhoneArena,,https://www.phonearena.com/phones/compare/Apple-iPhone-12-Pro%2CApple-iPhone-17/phones/11294%2C12493,camera_module:apple:iphone-17:rear-main,,,,
,P2_source_strengthen,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Pixel 8 Pro,,,,,C,,,research_pass,good_estimate,Google,,rear_ultrawide,48 MP 0.8 µm class; optical format requires audit.,observation:research:f2a115dc012843d42432,,probable,,,optical_format_conversion,source_url_missing,,mobile_camera_module,google_pixel_8_pro_rear_ultrawide,8.0,4.8,,,6.4,source:compiled-pixel-specification:8fc0e95587125599,,"1/2.0""",Compiled Pixel specification,,,camera_module:google:pixel-8-pro:rear-ultrawide,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,olympus_om_system_om_d_e_m1,research_pass,,Olympus / OM System,OM-D E-M1,,,observation:research:f2b0b530dc2b8a9d25db,,,,,published,,,,,,13.0,,,17.3,source:olympus-specifications:d4d336770894266c,Olympus specifications,,,,,camera:olympus-om-system:om-d-e-m1,,,,compiled_spec_value
,,provisional,,,,,Galaxy S21,,,optical_format_conversion,,,,,samsung_galaxy_s21_rear_main,research_pass,,Samsung,,rear_main,,observation:research:f2f50463701098792f8b,"1/1.76""",,,,,,,,,,5.455,,,7.273,source:compiled-galaxy-s-specification:b02bc085d3377423,,,Compiled Galaxy S specification,,,camera_module:samsung:galaxy-s21:rear-main,,,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,panasonic_lumix_dc_gh7,research_pass,,Panasonic,Lumix DC-GH7,,,observation:research:f326a00711e7648d1b14,,,,,published,,,,,,13.0,,,17.3,source:panasonic-specifications:436e59ab3a66a4f2,Panasonic specifications,,,,,camera:panasonic:lumix-dc-gh7,,,,compiled_spec_value
,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_1d_x_mark_ii,research_pass,,Canon,EOS 1D X Mark II,,,observation:research:f35963b3bdabf8087e2c,,,,,published,,,,,,23.9,,,35.9,source:canon-specifications:c62086019405af6e,Canon specifications,,,,,camera:canon:eos-1d-x-mark-ii,,,,compiled_spec_value
,,probable,,,,,iPhone 11 Pro,,,optical_format_conversion,,,,,apple_iphone_11_pro_rear_main,research_pass,,Apple,,rear_main,Source reports Type 1/2.55.,observation:research:f36e20ab71154eced4e1,,,,current_os_supported,,,,,,,4.2,,,5.6,source:phonearena:c690d89c5e8260e8,,,PhoneArena,,https://www.phonearena.com/phones/Apple-iPhone-11-Pro_id11239,camera_module:apple:iphone-11-pro:rear-main,,,,
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy S25 Plus,,,,,C,,,research_pass,good_estimate,Samsung,,rear_telephoto_3x,,observation:research:f3ec00e4831b0cf20fd4,,probable,,,optical_format_conversion,,,mobile_camera_module,samsung_galaxy_s25_plus_rear_telephoto_3x,4.0614,2.437,Samsung S5K3K1,,3.249,source:phonearena-compiled:96420894ce8941de,,"1/3.94""",PhoneArena/compiled,,https://www.phonearena.com/phones/compare/Samsung-Galaxy-S25%2CSamsung-Galaxy-S25-Ultra/phones/12340%2C12343,camera_module:samsung:galaxy-s25-plus:rear-telephoto-3x,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,,provisional,,,,,Galaxy S21 Plus,,,optical_format_conversion,,,,,samsung_galaxy_s21_plus_rear_ultrawide,research_pass,,Samsung,,rear_ultrawide,,observation:research:f42280fac526478c9656,"1/2.55""",,,,,,,,,,3.765,,,5.02,source:compiled-galaxy-s-specification:b02bc085d3377423,,,Compiled Galaxy S specification,,,camera_module:samsung:galaxy-s21-plus:rear-ultrawide,,,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,nikon_d7100,research_pass,,Nikon,D7100,,,observation:research:f4277c8d84535aef780f,,,,,published,,,,,,15.6,,,23.5,source:nikon-specifications:6b3815951e523b57,Nikon specifications,,,,,camera:nikon:d7100,,,,compiled_spec_value
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,X-Pro2,,,,,C,,,research_pass,good_reference,Fujifilm,,main,physical_camera,observation:research:f46fd04e3c32160c2416,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,fujifilm_x_pro2,28.2899,15.6,,,23.6,source:fujifilm-specifications:bb835647e7b0d861,,,Fujifilm specifications,,,camera:fujifilm:x-pro2,yes,Good working value; source audit still desirable.,,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 12 mini,,,,,C,,,research_pass,good_estimate,Apple,,rear_main,Type 1/2.55 class.,observation:research:f47988d5315b7bc7a24b,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_12_mini_rear_main,7.0,4.2,,,5.6,source:phonearena:0a39e7151262f169,,,PhoneArena,,https://www.phonearena.com/phones/Apple-iPhone-12-Pro_id11294,camera_module:apple:iphone-12-mini:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,X-T2,,,,,C,,,research_pass,good_reference,Fujifilm,,main,physical_camera,observation:research:f4afbf9a2547e232c21b,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,fujifilm_x_t2,28.2899,15.6,,,23.6,source:fujifilm-specifications:bb835647e7b0d861,,,Fujifilm specifications,,,camera:fujifilm:x-t2,yes,Good working value; source audit still desirable.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Alpha A7R IVA,,,,,C,,,research_pass,good_reference,Sony,,main,physical_camera,observation:research:f4ca20dc5f5b18337de2,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,sony_alpha_a7r_iva,42.9061,23.8,,,35.7,source:sony-specifications:87f4ccb73926fbcc,,,Sony specifications,,,camera:sony:alpha-a7r-iva,yes,Good working value; source audit still desirable.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_rp,research_pass,,Canon,EOS RP,,,observation:research:f4cda93e43ff48501c39,,,,,published,,,,,,23.9,,,35.9,source:canon-specifications:c62086019405af6e,Canon specifications,,,,,camera:canon:eos-rp,,,,compiled_spec_value
,,probable,,,,,iPhone 17 Pro Max,,,optical_format_conversion,,,,,apple_iphone_17_pro_max_rear_main,research_pass,,Apple,,rear_main,Source reports Type 1/1.28.,observation:research:f521b3e5934710eac90f,,,,current_os_supported,,,,,,,7.3,,,9.8,source:phonearena:957d814dfbaebab0,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-17-Pro_id12495,camera_module:apple:iphone-17-pro-max:rear-main,,,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,D4,,,,,C,,,research_pass,good_reference,Nikon,,main,physical_camera,observation:research:f5273fb3be2c328d6ed0,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,nikon_d4,43.2112,23.9,,,36.0,source:nikon-specifications:6b3815951e523b57,,,Nikon specifications,,,camera:nikon:d4,yes,Good working value; source audit still desirable.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,EOS R7,,,,,C,,,research_pass,good_reference,Canon,,main,physical_camera,observation:research:f53dff21ae9db1297e11,,confirmed,primary_source_verified_previous_pass,,published,source_url_missing,,dedicated_camera,canon_eos_r7,26.7643,14.8,,,22.3,source:canon-specifications:c62086019405af6e,,,Canon specifications,,,camera:canon:eos-r7,yes,Good working value; source audit still desirable.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,KP,,,,,C,,,research_pass,good_reference,Pentax,,main,physical_camera,observation:research:f58077775742f9a89f66,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,pentax_kp,28.2066,15.6,,,23.5,source:pentax-specifications:07a159b31017ff76,,,Pentax specifications,,,camera:pentax:kp,yes,Good working value; source audit still desirable.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,arri_amira,research_pass,,ARRI,AMIRA,,,observation:research:f596ad861d9a064c221c,,,,,published,,,,,,18.13,,,28.17,source:arri-alev-iii-sensor-specifications:30e50066532ddf1f,ARRI ALEV III sensor specifications,,,,,camera:arri:amira,,,,compiled_spec_value
,,confirmed,physical_camera,,,,,,,,complete,True,,,fujifilm_x_t1,research_pass,,Fujifilm,X-T1,,,observation:research:f5a0207a05461e5d8d86,,,,,published,,,,,,15.6,,,23.6,source:fujifilm-specifications:bb835647e7b0d861,Fujifilm specifications,,,,,camera:fujifilm:x-t1,,,,compiled_spec_value
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,D90,,,,,C,,,research_pass,good_reference,Nikon,,main,physical_camera,observation:research:f5b2ff6e4503efc23024,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,nikon_d90,28.4007,15.8,,,23.6,source:nikon-specifications-technical-database:1b686ccd8d0f353c,,,Nikon specifications / technical database,,,camera:nikon:d90,yes,Good working value; source audit still desirable.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Pixel 6a,,,,,D,,,research_pass,best_available_guess,Google,,rear_main,Older 12.2 MP main; exact format requires source audit.,observation:research:f5cbd86afaf8fef0ec38,,provisional,,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,google_pixel_6a_rear_main,6.275,3.765,,,5.02,source:compiled-pixel-camera-specification:245dde70f83d13ec,,"1/2.55""",Compiled Pixel camera specification,,,camera_module:google:pixel-6a:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,probable,,,,,Galaxy S24 Ultra,,,optical_format_conversion,,,,,samsung_galaxy_s24_ultra_rear_main,research_pass,,Samsung,,rear_main,,observation:research:f5dc35a54722816daadf,"1/1.3""",,,,,,,,,,7.385,,,9.846,source:phonearena:a6755354d993534a,,,PhoneArena,,https://origin.phonearena.com/phones/Samsung-Galaxy-S24-Ultra_id12115,camera_module:samsung:galaxy-s24-ultra:rear-main,,,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Alpha A7S II,,,,,C,,,research_pass,good_reference,Sony,,main,physical_camera,observation:research:f605badecc9b02a2476f,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,sony_alpha_a7s_ii,42.8229,23.8,,,35.6,source:sony-specifications:87f4ccb73926fbcc,,,Sony specifications,,,camera:sony:alpha-a7s-ii,yes,Good working value; source audit still desirable.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,nikon_d50,research_pass,,Nikon,D50,,,observation:research:f658b7bb48a83c55dd10,,,,,published,,,,,,15.6,,,23.7,source:nikon-specifications-technical-database:1b686ccd8d0f353c,Nikon specifications / technical database,,,,,camera:nikon:d50,,,,compiled_spec_value
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 17 Pro,,,,,C,,,research_pass,good_estimate,Apple,,rear_ultrawide,Source reports Type 1/2.55.,observation:research:f66593c72c2736301d9c,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_17_pro_rear_ultrawide,7.0,4.2,,,5.6,source:phonearena:957d814dfbaebab0,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-17-Pro_id12495,camera_module:apple:iphone-17-pro:rear-ultrawide,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,,provisional,physical_camera,,,,,,,,complete,True,,,ricoh_theta_x,research_pass,,Ricoh,Theta X,,,observation:research:f66cf1d3c1d58cd087bb,,,,,inferred,,,,,,4.8,,,6.4,source:1-2-inch-sensor-class-physical-dimensions-inferred:7f4faaac7d5079ea,1/2-inch sensor class; physical dimensions inferred,,,,,camera:ricoh:theta-x,,,,inferred_from_published_sensor_class
,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_r5_c,research_pass,,Canon,EOS R5 C,,,observation:research:f6ab210f7a644c03cd53,,,,,published,,,,,,24.0,,,36.0,source:canon-specifications:c62086019405af6e,Canon specifications,,,,,camera:canon:eos-r5-c,,,,compiled_spec_value
,,probable,,,,,Galaxy S22 Ultra,,,optical_format_conversion,,,,,samsung_galaxy_s22_ultra_rear_ultrawide,research_pass,,Samsung,,rear_ultrawide,,observation:research:f6bc4be8dc803860621e,"1/2.55""",,,,,,,,,,3.765,,,5.02,source:phonearena:0ebe9d17ca27d3da,,,PhoneArena,,https://origin.phonearena.com/phones/Samsung-Galaxy-S22-Ultra_id11761,camera_module:samsung:galaxy-s22-ultra:rear-ultrawide,,,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy A13,,,,,D,,,research_pass,best_available_guess,Samsung,,rear_main,,observation:research:f6cd761feb67481baa78,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,samsung_galaxy_a13_rear_main,8.0,4.8,,,6.4,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/2.0""",Compiled device camera specification,,,camera_module:samsung:galaxy-a13:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,provisional,,,,,iPhone XS Max,,,optical_format_conversion,,,,,apple_iphone_xs_max_rear_telephoto,research_pass,,Apple,,rear_telephoto,Needs source-link audit; Type ~1/3.4 class.,observation:research:f6d2d8bc06d9ff565eac,,,,security_supported_legacy,,,,,,,3.0,,,4.0,source:compiled-camera-specification:c898951b834ca74c,,,Compiled camera specification,,,camera_module:apple:iphone-xs-max:rear-telephoto,,,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Xiaomi 15,,,,,D,,,research_pass,best_available_guess,Xiaomi,,rear_ultrawide,,observation:research:f73eed7a1bc69166e8f5,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,xiaomi_xiaomi_15_rear_ultrawide,5.7972,3.478,,,4.638,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/2.76""",Compiled device camera specification,,,camera_module:xiaomi:xiaomi-15:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,provisional,,,,,Xiaomi 14 Pro,,,optical_format_conversion,,,,,xiaomi_xiaomi_14_pro_rear_ultrawide,research_pass,,Xiaomi,,rear_ultrawide,,observation:research:f7ea13b84a89dc014475,"1/2.76""",,,,,,,,,,3.478,,,4.638,source:compiled-device-camera-specification:c182d45043bbb9b2,,,Compiled device camera specification,,,camera_module:xiaomi:xiaomi-14-pro:rear-ultrawide,,,,compiled_spec_value
,,probable,,,,,Galaxy S23 Ultra,,,optical_format_conversion,,,,,samsung_galaxy_s23_ultra_rear_ultrawide,research_pass,,Samsung,,rear_ultrawide,,observation:research:f7f24092c562a9b76007,"1/2.55""",,,,,,,,,,3.765,,,5.02,source:phonearena:120fcba207dcb279,,,PhoneArena,,https://www.phonearena.com/phones/Samsung-Galaxy-S23-Ultra_id12002,camera_module:samsung:galaxy-s23-ultra:rear-ultrawide,,,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Xiaomi 12 Pro,,,,,D,,,research_pass,best_available_guess,Xiaomi,,rear_main,,observation:research:f80b1008fff1a735bdda,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,xiaomi_xiaomi_12_pro_rear_main,12.5,7.5,,,10.0,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/1.28""",Compiled device camera specification,,,camera_module:xiaomi:xiaomi-12-pro:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,sony_alpha_a77_ii,research_pass,,Sony,Alpha A77 II,,,observation:research:f80c94febfb091598bbc,,,,,published,,,,,,15.6,,,23.5,source:sony-specifications:87f4ccb73926fbcc,Sony specifications,,,,,camera:sony:alpha-a77-ii,,,,compiled_spec_value
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone SE (3rd generation),,,,,C,,,research_pass,good_estimate,Apple,,rear_main,Source reports Type 1/3; SE3 carried forward same basic camera geometry pending individual audit.,observation:research:f824b67e79c1ccf5127a,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_se_3rd_generation_rear_main,6.0,3.6,,,4.8,source:phonearena:803c9fc90caf08a7,,,PhoneArena,,https://www.phonearena.com/phones/Apple-iPhone-SE-2020_id10750,camera_module:apple:iphone-se-3rd-generation:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy S24 Ultra,,,,,C,,,research_pass,good_estimate,Samsung,,rear_telephoto_3x,,observation:research:f87a61888fcf50984e55,,probable,,,optical_format_conversion,,,mobile_camera_module,samsung_galaxy_s24_ultra_rear_telephoto_3x,4.545,2.727,,,3.636,source:phonearena:a6755354d993534a,,"1/3.52""",PhoneArena,,https://origin.phonearena.com/phones/Samsung-Galaxy-S24-Ultra_id12115,camera_module:samsung:galaxy-s24-ultra:rear-telephoto-3x,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,EOS 1D X,,,,,C,,,research_pass,good_reference,Canon,,main,physical_camera,observation:research:f895f56182c16ce3bdf5,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,canon_eos_1d_x,43.2666,24.0,,,36.0,source:canon-specifications:c62086019405af6e,,,Canon specifications,,,camera:canon:eos-1d-x,yes,Good working value; source audit still desirable.,,
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Pixel 6 Pro,,,,,C,,,research_pass,good_estimate,Google,,rear_main,Google publishes 1/1.31-inch main sensor.,observation:research:f8e3728d400e6136d585,,probable,,,optical_format_conversion,,,mobile_camera_module,google_pixel_6_pro_rear_main,12.2136,7.328,,,9.771,source:google-pixel-hardware-tech-specs:f423da9c34cc2fd3,,"1/1.31""",Google Pixel hardware tech specs,,https://support.google.com/pixelphone/answer/7158570?hl=en,camera_module:google:pixel-6-pro:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Xperia 10 V,,,,,D,,,research_pass,best_available_guess,Sony,,rear_ultrawide,,observation:research:f8e38d64a3ae95d21979,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,sony_xperia_10_v_rear_ultrawide,4.0,2.4,,,3.2,source:compiled-xperia-camera-specification:6b7e5e9ce93608ab,,"1/4.0""",Compiled Xperia camera specification,,,camera_module:sony:xperia-10-v:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Lumix DC-GH6,,,,,C,,,research_pass,good_reference,Panasonic,,main,physical_camera,observation:research:f94028344a456735e542,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,panasonic_lumix_dc_gh6,21.64,13.0,,,17.3,source:panasonic-specifications:436e59ab3a66a4f2,,,Panasonic specifications,,,camera:panasonic:lumix-dc-gh6,yes,Good working value; source audit still desirable.,,
,,probable,,,,,iPhone 12 Pro,,,optical_format_conversion,,,,,apple_iphone_12_pro_rear_telephoto,research_pass,,Apple,,rear_telephoto,Type 1/3.4.,observation:research:f9a0501027c3be788584,,,,current_os_supported,,,,,,,3.0,,,4.0,source:phonearena:0a39e7151262f169,,,PhoneArena,,https://www.phonearena.com/phones/Apple-iPhone-12-Pro_id11294,camera_module:apple:iphone-12-pro:rear-telephoto,,,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Phone (3a) Pro,,,,,D,,,research_pass,best_available_guess,Nothing,,rear_telephoto,,observation:research:f9c32ef7e5b2ab8b3525,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,nothing_phone_3a_pro_rear_telephoto,8.205,4.923,,,6.564,source:compiled-nothing-camera-specification:13dc153157432454,,"1/1.95""",Compiled Nothing camera specification,,,camera_module:nothing:phone-3a-pro:rear-telephoto,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Phone (2a) Plus,,,,,D,,,research_pass,best_available_guess,Nothing,,rear_ultrawide,,observation:research:f9c7b1d367db4cd5a628,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,nothing_phone_2a_plus_rear_ultrawide,5.7972,3.478,,,4.638,source:compiled-nothing-camera-specification:13dc153157432454,,"1/2.76""",Compiled Nothing camera specification,,,camera_module:nothing:phone-2a-plus:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P2_source_strengthen,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy S24 Plus,,,,,C,,,research_pass,good_estimate,Samsung,,rear_ultrawide,,observation:research:f9d0ad7746f0faf60a13,,probable,,,optical_format_conversion,source_url_missing,,mobile_camera_module,samsung_galaxy_s24_plus_rear_ultrawide,6.275,3.765,Sony IMX564,,5.02,source:phonearena-compiled:e3262dc3ff97ab9a,,"1/2.55""",PhoneArena/compiled,,,camera_module:samsung:galaxy-s24-plus:rear-ultrawide,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 12 Pro Max,,,,,B,,,research_pass,strong_derived,Apple,,rear_main,Apple states 47% larger than 12 Pro and 1.7 µm pixels; normalized active dimensions.,observation:research:fa4beb62954339c11552,,probable,,,area_and_pixel_pitch_reconstruction,,,mobile_camera_module,apple_iphone_12_pro_max_rear_main,8.564,5.14,,,6.85,source:apple-dpreview-compiled:06b3b4d89e0cb684,,,Apple/DPReview compiled,,https://www.apple.com/newsroom/2020/10/apple-introduces-iphone-12-pro-and-iphone-12-pro-max-with-5g/,camera_module:apple:iphone-12-pro-max:rear-main,yes,Use automatically; preserve derivation provenance.,,
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Xperia 1 VI,,,,,C,,,research_pass,good_estimate,Sony,,rear_telephoto,,observation:research:faf30595764de00cb18b,,probable,manufacturer_format_verified,,optical_format_conversion,,,mobile_camera_module,sony_xperia_1_vi_rear_telephoto,5.5172,3.31,,,4.414,source:sony-official-specifications:e5cdcc7ce84e9b08,,"1/2.9""",Sony official specifications,,https://www.sony.com/electronics/support/mobile-phones-tablets-mobile-phones/xperia-1-vi/specifications,camera_module:sony:xperia-1-vi:rear-telephoto,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,,probable,,,,,Pixel 8 Pro,,,optical_format_conversion,,,,,google_pixel_8_pro_rear_main,research_pass,,Google,,rear_main,,observation:research:fb0c965ca64e38027d83,"1/1.31""",,,,,,,,,,7.328,,Samsung S5KGM5,9.771,source:phonearena:ef01b785b942c636,,,PhoneArena,,https://www.phonearena.com/phones/Google-Pixel-8-Pro_id12144,camera_module:google:pixel-8-pro:rear-main,,,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,GFX 100 II,,,,,C,,,research_pass,good_reference,Fujifilm,,main,physical_camera,observation:research:fb29c9ff6bf14ab77da8,,confirmed,primary_source_verified_previous_pass,,published,source_url_missing,,dedicated_camera,fujifilm_gfx_100_ii,54.78,32.9,,,43.8,source:fujifilm-specifications:bb835647e7b0d861,,,Fujifilm specifications,,,camera:fujifilm:gfx-100-ii,yes,Good working value; source audit still desirable.,,
